#epsilon = 10^-6, POT = 1.44*10^18, rescale yield as NAp = column2*(epsilon/10^-6)^2 (POT/1.44*10^18)
#Log[10,mAp/GeV]	Log[10,NAp]

-2.969359805131367	5.533710492810833
-2.94951300610571	5.533710014664653
-2.9296662070800537	5.533709490757344
-2.909819408054397	5.533708916709305
-2.88997260902874	5.533708287721774
-2.870125810003083	5.533707598536714
-2.850279010977426	5.533706843392859
-2.83043221195177	5.533706015977545
-2.810585412926113	5.5337051093739404
-2.790738613900456	5.533704116003217
-2.770891814874799	5.533703027561193
-2.751045015849142	5.533701834948905
-2.7311982168234854	5.533700528196542
-2.711351417797829	5.533699096380089
-2.6915046187721714	5.533697527529999
-2.6716578197465144	5.533695808531123
-2.651811020720858	5.5336939250130515
-2.6319642216952013	5.533691861229973
-2.6121174226695443	5.533689599929017
-2.5922706236438873	5.533687122206008
-2.5724238246182303	5.5336844073473905
-2.552577025592574	5.533681432657046
-2.532730226566917	5.533678173266504
-2.51288342754126	5.533674601927002
-2.493036628515603	5.533670688781624
-2.473189829489946	5.53366640111562
-2.45334303046429	5.533661703082832
-2.4334962314386326	5.533656555405904
-2.4136494324129756	5.5336509150477955
-2.393802633387319	5.533644734851824
-2.3739558343616625	5.533637963147246
-2.3541090353360055	5.533630543317049
-2.3342622363103485	5.533622413324336
-2.3144154372846915	5.5336135051933555
-2.294568638259035	5.533603744440789
-2.2747218392333783	5.533593049452561
-2.2548750402077213	5.53358133080091
-2.235028241182064	5.5335684904960285
-2.2151814421564078	5.533554421165947
-2.1953346431307508	5.533539005157804
-2.175487844105094	5.533522113552938
-2.1556410450794368	5.533503605087523
-2.1357942460537807	5.533483324969665
-2.1159474470281237	5.533461103583011
-2.0961006480024666	5.533436755065941
-2.0762538489768096	5.53341007575439
-2.0564070499511526	5.5333808424751245
-2.0365602509254956	5.533348810675112
-2.0167134518998395	5.5333137123711555
-1.9968666528741823	5.533275253902431
-1.9770198538485253	5.533233113466939
-1.9571730548228685	5.533186938420944
-1.937326255797212	5.533136342318494
-1.917479456771555	5.5330809016658495
-1.8976326577458982	5.533020152363172
-1.8777858587202412	5.532953585803129
