************************************************************************************************************************************
* 
* Changes since '2015 edition:
* 
* 1. Exclusive cross sections at sqrt(s) < 2. GeV are updated with recent
*    CMD-3 and SND measurements and resummed to obtain 
*    the total cross section and hence the R ratio.
* 2. Inclusive R-ratio measurements at sqrt(s) = 1.841--3.0481, 3.1197--3.7201 GeV
*    by VEPP-4M-KEDR experiment are included.
*
* Note on the format:
*
* Normalization and point-to-point systematic errors are separated where possible. 
* If a normalization uncertainty varies from point to point within the same experiment 
* then it is printed in the 'sys(ptp,%)+-' column, we'll fix this in a while. 
* In any case carefully read the 'ptp_comment' column or refer to original publications 
* for systematic issues. 
* Note that one point may contain several point-to-point uncertainties from different sources.
*    
* More details can be found in http://arXiv.org/hep-ph/0312114 
* (as this preprint is quite outdated please don't hesitate to contact 
*  the authors: zenin_o@ihep.ru, ezhela@ihep.ru, lugovsky@ihep.ru)
* 
* A sample fortran code reading this table is given after it. Ignore lines beginning with an asterisk.
*
** 1181 points ** 30.08.2017 *******************************************************************************************************
*
*  E(cm)       E(cm)_bin              R          +stat      -stat        norm.(%) 'ShortCode      ' 'Reference      '   sys(ptp,%)+- 'ptp_comment                                                                                                                           '
*-----------------------------------------------------------------------------------------------------------------------------------------
   0.30000     0.30000    0.30000     0.02708    +0.02156   -0.02156     0.00000  'EXCLSUM 17     ' 'COMPILATION    '   +0.00  +0.00 '                                                                                                                                    '
   0.31000     0.31000    0.31000     0.02470    +0.02078   -0.02078     0.00000  'EXCLSUM 17     ' 'COMPILATION    '   +0.00  +0.00 '                                                                                                                                    '
   0.32000     0.32000    0.32000     0.05217    +0.01969   -0.01969     0.00000  'EXCLSUM 17     ' 'COMPILATION    '   +0.00  +0.00 '                                                                                                                                    '
   0.33000     0.33000    0.33000     0.05274    +0.01829   -0.01829     0.00000  'EXCLSUM 17     ' 'COMPILATION    '   +0.00  +0.00 '                                                                                                                                    '
   0.34000     0.34000    0.34000     0.07416    +0.01644   -0.01644     0.00000  'EXCLSUM 17     ' 'COMPILATION    '   +0.00  +0.00 '                                                                                                                                    '
   0.35000     0.35000    0.35000     0.09327    +0.01356   -0.01356     0.00000  'EXCLSUM 17     ' 'COMPILATION    '   +0.00  +0.00 '                                                                                                                                    '
   0.36000     0.36000    0.36000     0.11371    +0.00827   -0.00827     0.00000  'EXCLSUM 17     ' 'COMPILATION    '   +0.00  +0.00 '                                                                                                                                    '
   0.37000     0.37000    0.37000     0.12800    +0.00691   -0.00691     0.00000  'EXCLSUM 17     ' 'COMPILATION    '   +0.00  +0.00 '                                                                                                                                    '
   0.38000     0.38000    0.38000     0.15640    +0.00902   -0.00902     0.00000  'EXCLSUM 17     ' 'COMPILATION    '   +0.00  +0.00 '                                                                                                                                    '
   0.39000     0.39000    0.39000     0.16151    +0.00779   -0.00779     0.00000  'EXCLSUM 17     ' 'COMPILATION    '   +0.00  +0.00 '                                                                                                                                    '
   0.40000     0.40000    0.40000     0.19845    +0.01000   -0.01000     0.00000  'EXCLSUM 17     ' 'COMPILATION    '   +0.00  +0.00 '                                                                                                                                    '
   0.41000     0.41000    0.41000     0.21815    +0.00816   -0.00816     0.00000  'EXCLSUM 17     ' 'COMPILATION    '   +0.00  +0.00 '                                                                                                                                    '
   0.42000     0.42000    0.42000     0.23835    +0.01200   -0.01200     0.00000  'EXCLSUM 17     ' 'COMPILATION    '   +0.00  +0.00 '                                                                                                                                    '
   0.43000     0.43000    0.43000     0.26597    +0.00906   -0.00906     0.00000  'EXCLSUM 17     ' 'COMPILATION    '   +0.00  +0.00 '                                                                                                                                    '
   0.43800     0.43800    0.43800     0.28990    +0.01427   -0.01427     0.00000  'EXCLSUM 17     ' 'COMPILATION    '   +0.00  +0.00 '                                                                                                                                    '
   0.44000     0.44000    0.44000     0.28303    +0.01839   -0.01839     0.00000  'EXCLSUM 17     ' 'COMPILATION    '   +0.00  +0.00 '                                                                                                                                    '
   0.45000     0.45000    0.45000     0.31707    +0.01241   -0.01241     0.00000  'EXCLSUM 17     ' 'COMPILATION    '   +0.00  +0.00 '                                                                                                                                    '
   0.46000     0.46000    0.46000     0.33270    +0.01504   -0.01504     0.00000  'EXCLSUM 17     ' 'COMPILATION    '   +0.00  +0.00 '                                                                                                                                    '
   0.47000     0.47000    0.47000     0.37540    +0.01100   -0.01100     0.00000  'EXCLSUM 17     ' 'COMPILATION    '   +0.00  +0.00 '                                                                                                                                    '
   0.48000     0.48000    0.48000     0.42466    +0.01457   -0.01457     0.00000  'EXCLSUM 17     ' 'COMPILATION    '   +0.00  +0.00 '                                                                                                                                    '
   0.48300     0.48300    0.48300     0.43881    +0.01509   -0.01509     0.00000  'EXCLSUM 17     ' 'COMPILATION    '   +0.00  +0.00 '                                                                                                                                    '
   0.50000     0.50000    0.50000     0.47413    +0.00881   -0.00881     0.00000  'EXCLSUM 17     ' 'COMPILATION    '   +0.00  +0.00 '                                                                                                                                    '
   0.51000     0.51000    0.51000     0.52064    +0.00853   -0.00853     0.00000  'EXCLSUM 17     ' 'COMPILATION    '   +0.00  +0.00 '                                                                                                                                    '
   0.52000     0.52000    0.52000     0.56524    +0.00817   -0.00817     0.00000  'EXCLSUM 17     ' 'COMPILATION    '   +0.00  +0.00 '                                                                                                                                    '
   0.53000     0.53000    0.53000     0.63096    +0.00941   -0.00941     0.00000  'EXCLSUM 17     ' 'COMPILATION    '   +0.00  +0.00 '                                                                                                                                    '
   0.54000     0.54000    0.54000     0.71359    +0.00980   -0.00980     0.00000  'EXCLSUM 17     ' 'COMPILATION    '   +0.00  +0.00 '                                                                                                                                    '
   0.55000     0.55000    0.55000     0.79137    +0.01078   -0.01078     0.00000  'EXCLSUM 17     ' 'COMPILATION    '   +0.00  +0.00 '                                                                                                                                    '
   0.56000     0.56000    0.56000     0.84939    +0.00958   -0.00958     0.00000  'EXCLSUM 17     ' 'COMPILATION    '   +0.00  +0.00 '                                                                                                                                    '
   0.58000     0.58000    0.58000     1.01287    +0.00980   -0.00980     0.00000  'EXCLSUM 17     ' 'COMPILATION    '   +0.00  +0.00 '                                                                                                                                    '
   0.59938     0.59938    0.59938     1.28245    +0.01265   -0.01265     0.00000  'EXCLSUM 17     ' 'COMPILATION    '   +0.00  +0.00 '                                                                                                                                    '
   0.60000     0.60000    0.60000     1.29093    +0.01349   -0.01349     0.00000  'EXCLSUM 17     ' 'COMPILATION    '   +0.00  +0.00 '                                                                                                                                    '
   0.60240     0.60240    0.60240     1.35510    +0.01646   -0.01646     0.00000  'EXCLSUM 17     ' 'COMPILATION    '   +0.00  +0.00 '                                                                                                                                    '
   0.61050     0.61050    0.61050     1.45697    +0.01290   -0.01290     0.00000  'EXCLSUM 17     ' 'COMPILATION    '   +0.00  +0.00 '                                                                                                                                    '
   0.61250     0.61250    0.61250     1.49740    +0.01127   -0.01127     0.00000  'EXCLSUM 17     ' 'COMPILATION    '   +0.00  +0.00 '                                                                                                                                    '
   0.62951     0.62951    0.62951     1.84064    +0.01467   -0.01467     0.00000  'EXCLSUM 17     ' 'COMPILATION    '   +0.00  +0.00 '                                                                                                                                    '
   0.63000     0.63000    0.63000     1.85046    +0.01511   -0.01511     0.00000  'EXCLSUM 17     ' 'COMPILATION    '   +0.00  +0.00 '                                                                                                                                    '
   0.63050     0.63050    0.63050     1.95614    +0.02724   -0.02724     0.00000  'EXCLSUM 17     ' 'COMPILATION    '   +0.00  +0.00 '                                                                                                                                    '
   0.63750     0.63750    0.63750     2.02137    +0.01817   -0.01817     0.00000  'EXCLSUM 17     ' 'COMPILATION    '   +0.00  +0.00 '                                                                                                                                    '
   0.64000     0.64000    0.64000     2.04465    +0.02767   -0.02767     0.00000  'EXCLSUM 17     ' 'COMPILATION    '   +0.00  +0.00 '                                                                                                                                    '
   0.64051     0.64051    0.64051     2.15803    +0.04970   -0.04970     0.00000  'EXCLSUM 17     ' 'COMPILATION    '   +0.00  +0.00 '                                                                                                                                    '
   0.64260     0.64260    0.64260     2.16174    +0.02485   -0.02485     0.00000  'EXCLSUM 17     ' 'COMPILATION    '   +0.00  +0.00 '                                                                                                                                    '
   0.65049     0.65049    0.65049     2.44556    +0.02118   -0.02118     0.00000  'EXCLSUM 17     ' 'COMPILATION    '   +0.00  +0.00 '                                                                                                                                    '
   0.65952     0.65952    0.65952     2.69051    +0.01934   -0.01934     0.00000  'EXCLSUM 17     ' 'COMPILATION    '   +0.00  +0.00 '                                                                                                                                    '
   0.66000     0.66000    0.66000     2.70554    +0.02055   -0.02055     0.00000  'EXCLSUM 17     ' 'COMPILATION    '   +0.00  +0.00 '                                                                                                                                    '
   0.66050     0.66050    0.66050     2.70229    +0.05747   -0.05747     0.00000  'EXCLSUM 17     ' 'COMPILATION    '   +0.00  +0.00 '                                                                                                                                    '
   0.66260     0.66260    0.66260     2.82582    +0.03178   -0.03178     0.00000  'EXCLSUM 17     ' 'COMPILATION    '   +0.00  +0.00 '                                                                                                                                    '
